Medicine Name,href,Info
Cromolyn Sodium Nasal Solution ,https://www.medindia.net/doctors/drug_information/cromolyn_sodium_nasal_solution.htm,"Cromolyn Sodium Nasal Solution is a mast cell stabilizer, prescribed for allergic rhinitis."
Cromolyn Sodium Oral Inhalation ,https://www.medindia.net/doctors/drug_information/cromolyn_sodium_oral_inhalation.htm,"Cromolyn Sodium Oral Inhalation is an inhaled anti-inflammatory agent, prescribed for asthma attacks due to exercise, allergies and other factors."
Crotalidae Polyvalent Immune Fab Ovine ,https://www.medindia.net/doctors/drug_information/crotalidae_polyvalent_immune_fab_ovine.htm,"Crotalidae Polyvalent Immune Fab Ovine is an antivenin, prescribed for snake poison."
Crotamiton ,https://www.medindia.net/doctors/drug_information/crotamiton.htm,"Crotamiton is a scabicidal antipruritic, prescribed for scabies and itching."
Cyanocobalamin (Vitamin B12) ,https://www.medindia.net/doctors/drug_information/cyanocobalamin_vitamin_b12.htm,"Cyanocobalamin (Vitamin B12) is a vitamer (varied chemical substances) of vitamin B12, used in treating anemia, folic acid deficiency, neuropathies (damage in the nerves of peripheral nervous system), prophylaxis, and psychiatric disorders."
Cyclandelate ,https://www.medindia.net/doctors/drug_information/cyclandelate.htm,"Cyclandelate is a vasodilator, prescribed for  Raynauds disease and leg cramps."
Cyclizine ,https://www.medindia.net/doctors/drug_information/cyclizine.htm,"Cyclizine is a histamine H1 inhibitor prescribed for adults and children 6 years and above for the treatment of nausea and vomiting caused due to   Motion sickness   Surgeries   Drugs like narcotic analgesics and by general anaesthetics given in the post-operative period   Radiotherapy, especially for breast cancer   Menière's disease and other forms of vestibular disturbance (rarely)  Cyclizine was discovered in 1947."
Cyclobenzaprine ,https://www.medindia.net/doctors/drug_information/cyclobenzaprine.htm,"Cyclobenzaprine is a skeletal muscle relaxant, prescribed for pain and stiffness caused by muscle strains and sprains."
Cyclopentolate ,https://www.medindia.net/doctors/drug_information/cyclopentolate.htm,"Cyclopentolate is a mydriatic and cycloplegic agent, prescribed for mydriasis, uveitis, iritis and cycloplegia."
Cyclophosphamide ,https://www.medindia.net/doctors/drug_information/cyclophosphamide.htm,"Cyclophosphamide is an antineoplastic agent, prescribed for many types of cancers like lymphatic cancer, cancer of white blood cells and plasma cells, etc,."
Cycloserine ,https://www.medindia.net/doctors/drug_information/cycloserine.htm,"Cycloserine is an antibiotic, prescribed for tuberculosis (TB)."
Cyclosporine ,https://www.medindia.net/doctors/drug_information/cyclosporine.htm,"Cyclosporine is an immunosuppressant, prescribed for prevention of organ rejection during transplantation."
Cyproheptadine ,https://www.medindia.net/doctors/drug_information/cyproheptadine.htm,"Cyproheptadine is an antihistamine, prescribed for allergic rhinitis."
Cyproterone Tablet ,https://www.medindia.net/doctors/drug_information/cyproterone_tablet.htm,"Cyproterone Tablet is an antiandrogen, prescribed for prostate cancer, benign prostatic hyperplasia, priapism, hypersexuality, and hirsutism."
Cysteamine Bitartrate ,https://www.medindia.net/doctors/drug_information/cysteamine_bitartrate.htm,Cysteamine Bitartrate is bitartrate salt of cysteamine prescribed for  nephropathic cystinosis in children and adults.
Cysteamine Ophthalmic Solution ,https://www.medindia.net/doctors/drug_information/cysteamine_ophthalmic_solution.htm,"Cysteamine Ophthalmic Solution is a cystine depleting agent and an Orphan drug (drugs used for rare diseases), prescribed for corneal cystine crystal accumulation as a result of cystinosis."
Cytarabine ,https://www.medindia.net/doctors/drug_information/cytarabine.htm,"Cytarabine is a chemotherapy agent, prescribed for acute myeloid leukemia (AML) and non-Hodgkin lymphoma."
Cytomegalovirus Immune Globulin  ,https://www.medindia.net/doctors/drug_information/cytomegalovirus_immune_globulin.htm,"Cytomegalovirus Immune Globulin  is an intravenous immune globulin (IGIV), prescribed for cytomegalovirus (CMV) disease associated with kidney, lung, liver, pancreas, and heart transplants."
Dabigatran ,https://www.medindia.net/doctors/drug_information/dabigatran.htm,"Dabigatran is an anticoagulant (blood thinner), prescribed for preventing strokes or serious blood clots  in risky patients."
Dabrafenib ,https://www.medindia.net/doctors/drug_information/dabrafenib.htm,"Dabrafenib is used to treat melanoma with a specific BRAF V600E gene mutation, a certain type of skin cancer in patients who cannot be treated by a surgery or whose cancer cells have migrated to other body parts."
Dacarbazine ,https://www.medindia.net/doctors/drug_information/dacarbazine.htm,"Dacarbazine is an antineoplastic chemotherapy drug, prescribed for melanoma and Hodgkin's disease."
Daclatasvir ,https://www.medindia.net/doctors/drug_information/daclatasvir.htm,Daclatasvir belongs to a group of antiviral medications called Hepatitis C virus (NS5A) inhibitors prescribed along with sofosbuvir for the treatment of chronic HCV genotype 3 infection.
Daclizumab ,https://www.medindia.net/doctors/drug_information/daclizumab.htm,"Daclizumab is an immunosuppressive agent, prescribed for acute organ rejection during kidney transplantation."
Dacomitinib ,https://www.medindia.net/doctors/drug_information/dacomitinib.htm,Dacomitinib is prescribed to treat non-small cell lung cancer (NSCLC) in adult patients whose cancer cells have spread to other body parts.
Dactinomycin ,https://www.medindia.net/doctors/drug_information/dactinomycin.htm,"Dactinomycin is a cytotoxic chemotherapy, prescribed for Wilm's tumor, Ewings sarcoma and testicular cancer."
Dalfampridine  ,https://www.medindia.net/doctors/drug_information/dalfampridine.htm,"Dalfampridine  is a potassium channel blocker, prescribed for improvement of walking in patients with multiple-sclerosis ."
Dalteparin ,https://www.medindia.net/doctors/drug_information/dalteparin.htm,Dalteparin is an anticoagulant (blood thinner) that prevents blood clots in persons undergoing surgery.
Danaparoid ,https://www.medindia.net/doctors/drug_information/danaparoid.htm,"Danaparoid is an anticoagulant (blood thinner), prescribed for deep vein thrombosis, pulmonary embolism and to prevent the formation of blood clots."
Danazol ,https://www.medindia.net/doctors/drug_information/danazol.htm,"Danazol is a synthetic steroid, prescribed for endometriosis and hereditary angioedema."
Dantrolene ,https://www.medindia.net/doctors/drug_information/dantrolene.htm,"Dantrolene is a muscle relaxant, prescribed for certain types of spasticity or muscle spasms."
Dapagliflozin ,https://www.medindia.net/doctors/drug_information/dapagliflozin.htm,Dapagliflozin is a sodium - glucose cotransporter 2 inhibitor (SGLT2) which is prescribed to lower the blood sugar levels in patients with type 2 diabetes.
Dapsone ,https://www.medindia.net/doctors/drug_information/dapsone.htm,"Dapsone is an antibacterial drug, prescribed for leprosy and skin infections either alone or with other medications."
Daptomycin ,https://www.medindia.net/doctors/drug_information/daptomycin.htm,"Daptomycin is an antibiotic, prescribed for serious infections."
Darbepoetin alfa   ,https://www.medindia.net/doctors/drug_information/darbepoetin_alfa.htm,"Darbepoetin alfa is an erythropoiesis-stimulating agent, prescribed for anemia due to chronic kidney disease."
Darifenacin  ,https://www.medindia.net/doctors/drug_information/darifenacin.htm,"Darifenacin  is a muscarinic receptor antagonist, prescribed for overactive bladder with symptoms of urinary incontinence, urgency and frequency."
Darunavir ,https://www.medindia.net/doctors/drug_information/darunavir.htm,"Darunavir is an antiviral agent, prescribed for HIV infection with other antiviral agents."
Dasatinib ,https://www.medindia.net/doctors/drug_information/dasatinib.htm,Dasatinib is prescribed for blood cancer(Chronic Myeloid Leukemia).
Daunorubicin ,https://www.medindia.net/doctors/drug_information/daunorubicin.htm,"Daunorubicin is a chemotherapeutic agent, prescribed for acute myeloid leukemia and acute lymphocytic leukemia."
Decitabine ,https://www.medindia.net/doctors/drug_information/decitabine.htm,"Decitabine is a nucleoside analog, prescribed for myelodysplastic syndromes (MDS)."
Deferasirox  ,https://www.medindia.net/doctors/drug_information/deferasirox.htm,"Deferasirox  is an iron-chelating agent, prescribed for transfusional hemosiderosis (excess iron due to blood transfusions)."
Deferiprone ,https://www.medindia.net/doctors/drug_information/deferiprone.htm,"Deferiprone is a chelating agent, prescribed for thalassaemia."
Deferoxamine ,https://www.medindia.net/doctors/drug_information/deferoxamine.htm,"Deferoxamine is an iron-chelating agent, prescribed for acute iron poisoning and iron overload due to blood transfusion."
Defibrotide Injection ,https://www.medindia.net/doctors/drug_information/defibrotide_injection.htm,Defibrotide injection is an antithrombotic agent that is used for the treatment of hepatic veno occlusive disease (VOD) where the blood vessels inside the liver is blocked.
Deflazacort ,https://www.medindia.net/doctors/drug_information/deflazacort.htm,"Deflazacort is a glucocorticoid, prescribed for anti-inflammatory conditions, and used as an immunosuppressant."
Degarelix ,https://www.medindia.net/doctors/drug_information/degarelix.htm,"Degarelix is a man-made form of a protein, prescribed for prostate cancer."
Dehydroemetine ,https://www.medindia.net/doctors/drug_information/dehydroemetine.htm,Dehydroemetine is classified as an antiprotozoal agent.
Dehydroepiandrosterone ,https://www.medindia.net/doctors/drug_information/dehydroepiandrosterone.htm,Dehydroepiandrosterone (DHEA) is also known as androstenolone.
Delafloxacin ,https://www.medindia.net/doctors/drug_information/delafloxacin.htm,Delafloxacin is prescribed to treat adult patients suffering from acute bacterial skin and skin structure infections (ABSSI) which are caused by susceptible gram-positive and gram-negative organisms.
Delamanid ,https://www.medindia.net/doctors/drug_information/delamanid.htm,Delamanid is an anti-tubercular drug prescribed in combination with bedaquiline for treating active multidrug-resistant tuberculosis in adults when other treatments fail or show no response.
Delavirdine ,https://www.medindia.net/doctors/drug_information/delavirdine.htm,"Delavirdine is a non-nucleoside reverse transcriptase inhibitor (NNRTI), prescribed for HIV-1 infection."
Demecarium ,https://www.medindia.net/doctors/drug_information/demecarium.htm,"Demecarium is a parasympathomimetic agent, prescribed for glaucoma."
Demeclocycline ,https://www.medindia.net/doctors/drug_information/demeclocycline.htm,"Demeclocycline is a tetracycline antibiotic, prescribed for certain bacterial infections."
Denileukin Diftitox   ,https://www.medindia.net/doctors/drug_information/denileukin_diftitox.htm,"Denileukin Diftitox is an anticancer agent, prescribed for lymphoma."
Denosumab ,https://www.medindia.net/doctors/drug_information/denosumab.htm,"Denosumab is a human monoclonal antibody, prescribed for osteoporosis, treatment induced bone loss, bone metastases, rheumatoid arthritis, multiple myeloma and giant cell tumor of bone."
Dequalinium ,https://www.medindia.net/doctors/drug_information/dequalinium.htm,Dequalinium is an antiseptic which helps in killing many gram-positive and gram-negative bacteria and fungi.
Desaminooxytocin ,https://www.medindia.net/doctors/drug_information/desaminooxytocin.htm," Desaminooxytocin is used for the treatment of postpartum hemorrhage (excessive bleeding following delivery of the baby), to induce and augment labor and promote lactation."
Desflurane ,https://www.medindia.net/doctors/drug_information/desflurane.htm,"Desflurane is a general anesthetic, prescribed for induction of anesthesia during surgery."
Desipramine ,https://www.medindia.net/doctors/drug_information/desipramine.htm,"Desipramine is an antidepressant, prescribed for depression."
Desirudin ,https://www.medindia.net/doctors/drug_information/desirudin.htm,"Desirudin is a parenteral anticoagulant, prescribed for prophylaxis of deep vein thrombosis, which may lead to pulmonary embolism."
Desloratadine ,https://www.medindia.net/doctors/drug_information/desloratadine.htm,"Desloratadine is an antihistamine, prescribed for allergic reactions in patients 2 years of age and older."
